Column1,Tool Title,Link,Location_x,ngrams,Internal Search:Term (v33),Unique Visitors,Internal Search: Search (event7),Internal Search: Click Through (event11),Internal Search CTR,normalized_search_term,Location_y,Actual,Match
251,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid 19 resources,covid 19 resources,9,10,4,0.4,covid 19 resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
252,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid 19 resources,covid 19 resources,9,10,4,0.4,covid 19 resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
253,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid 19 resources,covid 19 resources,9,10,4,0.4,covid 19 resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
254,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid 19 resources,covid 19 resources,9,10,4,0.4,covid 19 resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
255,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,covid 19 resources,9,10,4,0.4,covid 19 resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
256,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,covid 19 resources,9,10,4,0.4,covid 19 resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
257,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,covid 19 resources,9,10,4,0.4,covid 19 resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
258,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,covid 19 resources,9,10,4,0.4,covid 19 resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
259,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,covid 19 resources,9,10,4,0.4,covid 19 resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
260,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,covid 19 resources,9,10,4,0.4,covid 19 resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
261,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,covid 19 resources,9,10,4,0.4,covid 19 resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
262,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
263,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
264,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
265,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
266,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
267,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
268,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
269,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
270,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
271,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
272,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
273,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
274,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
275,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
276,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
277,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
278,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
279,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
280,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
281,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
282,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
283,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
284,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
285,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
286,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
287,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
288,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
289,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
290,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
291,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
292,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
293,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
294,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
295,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
296,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
297,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
298,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
299,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
300,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
301,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
302,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
303,COVID-19 Resources MAS,https://sp-cloud.kp.org/sites/KPMASCOVID-19Resources/SitePages/Home.aspx,mid-atlantic-states,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
304,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
305,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
306,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
307,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
308,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
309,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
310,COVID-19 Resources NW,https://mykp.kp.org/en/content/northwest/covid-19-resources.html,northwest,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
311,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
312,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
313,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
314,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
315,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
316,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
317,COVID-19 Resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID-19,california-southern,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,TRUE
318,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,hawaii,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
319,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,california-southern,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
320,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,colorado,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
321,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,georgia,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
322,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
323,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,northwest,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
324,COVID-19 Resources WA,https://sp-cloud.kp.org/sites/COVID-19-KPWA/,washington,covid 19 resources,Covid-19 resources,7,10,3,0.3,covid 19 resources,washington,https://sp-cloud.kp.org/sites/KPSCCOVID-19,FALSE
325,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,clinical resources,clinical resources,49,73,50,0.684931507,clinical resources,hawaii,http://cl.kp.org/,FALSE
326,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,clinical resources,clinical resources,49,73,50,0.684931507,clinical resources,georgia,http://cl.kp.org/,FALSE
327,Clinical and Operational Resources GA,https://sp-cloud.kp.org/sites/teams-kpgakb/SitePages/KPGA%20Clinical%20and%20Operational%20Resources.aspx,georgia,clinical resources,clinical resources,49,73,50,0.684931507,clinical resources,hawaii,http://cl.kp.org/,FALSE
328,Clinical and Operational Resources GA,https://sp-cloud.kp.org/sites/teams-kpgakb/SitePages/KPGA%20Clinical%20and%20Operational%20Resources.aspx,georgia,clinical resources,clinical resources,49,73,50,0.684931507,clinical resources,georgia,http://cl.kp.org/,FALSE
329,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,hawaii,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
330,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,california-southern,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
331,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,colorado,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
332,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,georgia,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
333,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,mid-atlantic-states,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
334,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,northwest,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
335,COVID-19 Clinical Resources HI,https://sp-cloud.kp.org/sites/HawaiiInfectionControl/SitePages/HI-COVID-19.aspx,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,washington,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
336,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,hawaii,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
337,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,california-southern,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
338,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,colorado,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
339,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,georgia,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
340,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,mid-atlantic-states,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
341,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,northwest,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
342,COVID-19 Employee Resources HI,https://sp-cloud.kp.org/sites/HICOVID-19,hawaii,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,washington,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
343,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,hawaii,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
344,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,california-southern,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
345,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,colorado,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
346,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,georgia,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
347,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,mid-atlantic-states,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
348,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,northwest,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
349,COVID-19 Manager resources SCAL,https://sp-cloud.kp.org/sites/KPSCCOVID19 ,california-southern,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,washington,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
350,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,hawaii,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
351,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,california-southern,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
352,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,colorado,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
353,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,georgia,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
354,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,mid-atlantic-states,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
355,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,northwest,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
356,COVID-19 Resources CO,http://www.insidekpco.net/cpmg/covid-19-2019-novel-coronavirus-information-cpmg,colorado,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,washington,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
357,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,hawaii,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
358,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,california-southern,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
359,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,colorado,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
360,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,georgia,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
361,COVID-19 Resources GA,https://sp-cloud.kp.org/sites/COVID-19-Information-GA,georgia,covid 19,covid-19,1532,2311,1409,0.609692774,covid 19,mid-atlantic-states,https://sp-cloud.kp.org/sites/COVID-19-KPWA,FALSE
